Id,Name,Rating,Genre,Release_year,Imdb_score,release_date,votes,runtime,
2324,Boxing Helena,R,Drama,1993,4.7,"September 3, 1993 ",12000,107,
2325,Romeo Is Bleeding,R,Crime,1993,6.6,"February 4, 1994 ",13000,110,
2326,Rising Sun,R,Action,1993,6.3,"July 30, 1993 ",43000,129,
2327,For Love or Money,PG,Comedy,1993,6.2,"October 1, 1993 ",13000,96,
2328,Teenage Mutant Ninja Turtles III,PG,Action,1993,4.8,"March 19, 1993 ",32000,96,
2329,Body Snatchers,R,Horror,1993,6,"February 18, 1994 ",17000,87,
2330,Stalingrad,Not Rated,Drama,1993,7.5,"January 21, 1993 ",32000,134,
2331,Airborne,PG,Adventure,1993,6.3,"September 17, 1993 ",6500,91,
2332,The Thing Called Love,PG-13,Comedy,1993,6.4,"August 27, 1993 ",7400,116,
2333,The Vanishing,R,Drama,1993,6.3,"February 5, 1993 ",24000,109,
2334,The House of the Spirits,R,Drama,1993,6.9,"April 1, 1994 ",22000,140,
2335,Undercover Blues,PG-13,Comedy,1993,6.1,"September 10, 1993 ",7700,90,
2336,Little Buddha,PG,Drama,1993,6.1,"May 25, 1994 ",16000,123,
2337,Dragon,PG-13,Action,1993,7,"May 7, 1993 ",29000,120,
2338,Poetic Justice,R,Drama,1993,6.1,"July 23, 1993 ",13000,109,
2339,The Joy Luck Club,R,Drama,1993,7.7,"October 29, 1993 ",16000,139,
2340,The Cement Garden,Not Rated,Drama,1993,7.1,"February 11, 1994 ",4500,101,
2341,Untamed Heart,PG-13,Drama,1993,6.8,"February 12, 1993 ",13000,102,
2342,Batman: Mask of the Phantasm,PG,Animation,1993,7.8,"December 25, 1993 ",45000,76,
2343,Freaked,PG-13,Comedy,1993,6.4,"March 31, 1994 ",6700,80,
2344,Swing Kids,PG-13,Drama,1993,6.8,"March 5, 1993 ",16000,112,
2345,Heart and Souls,PG-13,Comedy,1993,7,"August 13, 1993 ",17000,104,
2346,Needful Things,R,Crime,1993,6.3,"August 27, 1993 ",24000,120,
2347,Ruby in Paradise,R,Drama,1993,7,"November 5, 1993 ",2500,114,
2348,Six Degrees of Separation,R,Comedy,1993,6.8,"December 8, 1993 ",20000,112,
2349,The Man Without a Face,PG-13,Drama,1993,6.7,"August 25, 1993 ",28000,115,
2350,Farewell My Concubine,R,Drama,1993,8.1,"October 15, 1993 ",26000,171,
2351,Sniper,R,Action,1993,6.1,"January 29, 1993 ",23000,98,
2352,Judgment Night,R,Action,1993,6.6,"October 15, 1993 ",16000,110,
2353,Shadowlands,PG,Biography,1993,7.3,"January 14, 1994 ",18000,131,
2354,Arizona Dream,R,Comedy,1993,7.3,"September 9, 1994 ",42000,142,
2355,Nowhere to Run,R,Action,1993,5.7,"January 15, 1993 ",22000,94,
2356,King of the Hill,PG-13,Drama,1993,7.4,"August 20, 1993 ",7800,103,
2357,Mad Dog and Glory,R,Comedy,1993,6.2,"March 5, 1993 ",21000,97,
2358,We're Back! A Dinosaur's Story,G,Animation,1993,6.1,"November 24, 1993 ",14000,72,
2359,Red Rock West,R,Crime,1993,7,"May 14, 1993 ",21000,98,
2360,The Program,R,Action,1993,6.5,"September 24, 1993 ",9700,112,
2361,Ghost in the Machine,R,Horror,1993,4.6,"December 29, 1993 ",3400,95,
2362,Fearless,R,Drama,1993,7.1,"November 5, 1993 ",22000,122,
2363,Manhattan Murder Mystery,PG,Comedy,1993,7.3,"August 18, 1993 ",41000,104,
2364,Surf Ninjas,PG,Action,1993,5.1,"August 20, 1993 ",7700,87,
2365,Weekend at Bernie's II,PG,Adventure,1993,4.8,"July 9, 1993 ",13000,97,
2366,Les visiteurs,R,Comedy,1993,7.1,"July 12, 1996 ",33000,107,
2367,The Adventures of Huck Finn,PG,Adventure,1993,6.2,"April 2, 1993 ",8000,108,
2368,Made in America,PG-13,Comedy,1993,5.1,"May 28, 1993 ",16000,111,
2369,Dream Lover,R,Drama,1993,6.2,"May 6, 1994 ",4500,103,
2370,M. Butterfly,R,Drama,1993,6.8,"October 1, 1993 ",9000,101,
2371,The Dark Half,R,Horror,1993,6,"April 23, 1993 ",16000,122,
2372,Only the Strong,PG-13,Action,1993,6.6,"August 27, 1993 ",5900,99,
2373,My Life,PG-13,Drama,1993,6.8,"November 12, 1993 ",11000,117,
2374,Mi vida loca,R,Crime,1993,6.5,"July 15, 1994 ",2000,92,
2375,Look Who's Talking Now,PG-13,Comedy,1993,4.4,"November 5, 1993 ",28000,96,
2376,The Meteor Man,PG,Action,1993,5.2,"August 6, 1993 ",7800,100,
2377,Fatal Instinct,PG-13,Comedy,1993,5.8,"October 29, 1993 ",7000,91,
2378,CB4,R,Comedy,1993,6.3,"March 12, 1993 ",9000,89,
2379,Calendar Girl,PG-13,Comedy,1993,5.1,"September 3, 1993 ",2100,90,
2380,Heaven & Earth,R,Action,1993,6.8,"January 7, 1994 ",14000,140,
2381,Indian Summer,PG-13,Comedy,1993,6.6,"April 23, 1993 ",5300,97,
2382,Once Upon a Forest,G,Animation,1993,6.5,"June 18, 1993 ",5200,71,
2383,Posse,R,Western,1993,5.5,"May 14, 1993 ",4200,111,
2384,Flesh and Bone,R,Drama,1993,6.2,"November 5, 1993 ",5000,126,
2385,Sommersby,PG-13,Drama,1993,6.2,"February 5, 1993 ",20000,114,
2386,Even Cowgirls Get the Blues,R,Comedy,1993,4.4,"May 20, 1994 ",7100,106,
2387,Life with Mikey,PG,Comedy,1993,5.6,"June 4, 1993 ",5600,91,
2388,Best of the Best II,R,Action,1993,5.6,"March 5, 1993 ",5400,101,
2389,The Thief and the Cobbler,G,Animation,1993,7.1,"August 25, 1995 ",3700,90,
2390,My Boyfriend's Back,PG-13,Comedy,1993,5.4,"August 6, 1993 ",4300,85,
2391,Warlock: The Armageddon,R,Action,1993,5.4,"September 24, 1993 ",5700,98,
2392,The Scent of Green Papaya,Not Rated,Drama,1993,7.4,"January 28, 1994 ",8300,104,
2393,Kika,Unrated,Comedy,1993,6.5,"May 6, 1994 ",13000,114,
2394,Wide Sargasso Sea,NC-17,Drama,1993,5.7,"April 16, 1993 ",1900,98,
2395,Iron Monkey,PG-13,Action,1993,7.5,"October 12, 2001 ",16000,85,
2396,Mr. Nanny,PG,Action,1993,3.8,"October 8, 1993 ",8900,84,
2397,The Real McCoy,PG-13,Crime,1993,5.5,"September 10, 1993 ",8500,105,
2398,3 Ninjas: Knuckle Up,PG-13,Action,1993,4.3,"April 7, 1995 ",5400,85,
2399,Father Hood,PG-13,Adventure,1993,4.9,"August 27, 1993 ",2900,95,
2400,"Faraway, So Close!",PG-13,Drama,1993,7.3,"December 21, 1993 ",7800,140,
2401,Dangerous Game,R,Drama,1993,5.6,"November 19, 1993 ",3600,108,
2402,Deadfall,R,Crime,1993,4,"October 8, 1993 ",3000,98,
2403,A Home of Our Own,PG,Biography,1993,7.1,"November 5, 1993 ",3000,104,
2404,A Far Off Place,PG,Adventure,1993,6.6,"March 12, 1993 ",3400,108,
2405,Guilty as Sin,R,Crime,1993,5.6,"June 4, 1993 ",4900,107,
2406,The Wedding Banquet,R,Comedy,1993,7.6,"August 4, 1993 ",14000,106,
2407,Another Stakeout,PG-13,Comedy,1993,5.6,"July 23, 1993 ",13000,108,
2408,Aspen Extreme,PG-13,Drama,1993,6,"January 22, 1993 ",2800,113,
2409,Suture,Not Rated,Drama,1993,6.6,"August 24, 1994 ",1800,96,
2410,Blink,R,Crime,1993,6.2,"January 26, 1994 ",8000,106,
2411,Where the Rivers Flow North,PG-13,Drama,1993,6.7,"March 4, 1994 ",464,106,
2412,Sugar Hill,R,Crime,1993,5.9,"February 25, 1994 ",4300,123,
2413,Man's Best Friend,R,Comedy,1993,5.2,"November 19, 1993 ",4100,87,
2414,Mr. Jones,R,Drama,1993,5.8,"October 8, 1993 ",6900,114,
2415,Carnosaur,R,Horror,1993,3.6,"May 21, 1993 ",3700,83,
2416,Mr. Wonderful,PG-13,Comedy,1993,5.9,"October 15, 1993 ",3200,98,
2417,Cop & ½,PG,Comedy,1993,4.1,"April 2, 1993 ",8300,97,
2418,Madadayo,G,Drama,1993,7.3,"April 17, 1993 ",5100,134,
2419,Caro diario,Unrated,Biography,1993,7.3,"September 30, 1994 ",7400,100,
2420,Jack the Bear,PG-13,Comedy,1993,6.5,"April 2, 1993 ",3900,99,
2421,Money for Nothing,R,Comedy,1993,5.7,"September 10, 1993 ",3700,100,
2422,Naked in New York,R,Comedy,1993,5.6,"April 13, 1994 ",1600,95,
2423,Son of the Pink Panther,PG,Comedy,1993,3.9,"August 27, 1993 ",5000,93,
2424,Jung on zo,R,Action,1993,6.8,"June 24, 1993 ",6100,103,
2425,Totally F***ed Up,Unrated,Comedy,1993,6.4,"January 13, 1995 ",3000,78,
2426,"Bodies, Rest & Motion",R,Drama,1993,5.7,"April 9, 1993 ",2200,95,
2427,House of Cards,PG-13,Drama,1993,6.2,"June 25, 1993 ",2600,109,
2428,Bhaji on the Beach,R,Comedy,1993,6.4,May 1994 ,1100,101,
2429,Silent Tongue,PG-13,Drama,1993,5.3,"January 27, 1995 ",1100,102,
2430,Amos & Andrew,PG-13,Comedy,1993,5.7,"March 5, 1993 ",8600,96,
2431,Splitting Heirs,PG-13,Comedy,1993,5.5,"April 30, 1993 ",4100,87,
2432,Born Yesterday,PG,Comedy,1993,5.2,"March 26, 1993 ",3700,100,
2433,Mother's Boys,R,Drama,1993,5.4,"March 18, 1994 ",3000,96,
2434,The Nutcracker,G,Family,1993,5.9,"November 24, 1993 ",1900,92,
2435,Philadelphia Experiment II,PG-13,Action,1993,4.5,"June 4, 1994 ",1900,97,
2436,Blue,Not Rated,Biography,1993,7.3,"December 3, 1993 ",2100,79,
2437,Fear of a Black Hat,R,Comedy,1993,7.2,"June 3, 1994 ",3900,88,
2438,Ed and His Dead Mother,PG-13,Comedy,1993,6,"November 17, 1993 ",1900,93,
2439,Boiling Point,R,Action,1993,5,"April 16, 1993 ",5700,92,
2440,A Dangerous Woman,R,Drama,1993,5.8,"December 3, 1993 ",1600,102,
2441,Josh and S.A.M.,PG-13,Adventure,1993,5.7,"November 24, 1993 ",1400,96,
2442,Ethan Frome,PG,Drama,1993,6.2,"March 12, 1993 ",2000,99,
2443,The Night We Never Met,R,Comedy,1993,6,"April 30, 1993 ",2400,99,
2444,The Shawshank Redemption,R,Drama,1994,9.3,"October 14, 1994 ",2400000,142,
2445,Pulp Fiction,R,Crime,1994,8.9,"October 14, 1994 ",1900000,154,
2446,Forrest Gump,PG-13,Drama,1994,8.8,"July 6, 1994 ",1900000,142,
2447,Léon: The Professional,R,Action,1994,8.5,"November 18, 1994 ",1100000,110,
2448,True Lies,R,Action,1994,7.2,"July 15, 1994 ",243000,141,
2449,The Lion King,G,Animation,1994,8.5,"June 24, 1994 ",970000,88,
2450,The Mask,PG-13,Action,1994,6.9,"July 29, 1994 ",357000,101,
2451,Speed,R,Action,1994,7.2,"June 10, 1994 ",339000,116,
2452,Stargate,PG-13,Action,1994,7.1,"October 28, 1994 ",180000,116,
2453,The Little Rascals,PG,Comedy,1994,6.3,"August 5, 1994 ",45000,82,
2454,Dumb and Dumber,PG-13,Comedy,1994,7.3,"December 16, 1994 ",361000,107,
2455,Legends of the Fall,R,Drama,1994,7.5,"January 13, 1995 ",154000,133,
2456,Natural Born Killers,R,Action,1994,7.3,"August 26, 1994 ",222000,118,
2457,The Crow,R,Action,1994,7.6,"May 13, 1994 ",170000,102,
2458,Interview with the Vampire: the Vampire Chronicles,R,Drama,1994,7.5,"November 11, 1994 ",301000,123,
2459,Four Weddings and a Funeral,R,Comedy,1994,7.1,"April 15, 1994 ",144000,117,
2460,The Flintstones,PG,Comedy,1994,4.9,"May 27, 1994 ",77000,91,
2461,Ace Ventura: Pet Detective,PG-13,Comedy,1994,6.9,"February 4, 1994 ",284000,86,
2462,Little Women,PG,Drama,1994,7.3,"December 25, 1994 ",54000,115,
2463,Street Fighter,PG-13,Action,1994,4,"December 23, 1994 ",67000,102,
2464,Chungking Express,PG-13,Comedy,1994,8.1,"March 8, 1996 ",69000,102,
2465,Clear and Present Danger,PG-13,Action,1994,6.9,"August 3, 1994 ",93000,141,
2466,D2: The Mighty Ducks,PG,Comedy,1994,6.1,"March 25, 1994 ",38000,106,
2467,Heavenly Creatures,R,Biography,1994,7.3,"October 14, 1994 ",60000,99,
2468,Clerks,R,Comedy,1994,7.7,"November 9, 1994 ",214000,92,
2469,Camp Nowhere,PG,Adventure,1994,6.1,"August 26, 1994 ",9100,96,
2470,Maverick,PG,Action,1994,7,"May 20, 1994 ",104000,127,
2471,Wyatt Earp,PG-13,Adventure,1994,6.7,"June 24, 1994 ",47000,191,
2472,The Last Seduction,R,Crime,1994,7.1,"October 26, 1994 ",22000,110,
2473,"The Adventures of Priscilla, Queen of the Desert",R,Comedy,1994,7.5,"August 10, 1994 ",48000,104,
2474,Little Giants,PG,Comedy,1994,6.4,"October 14, 1994 ",27000,107,
2475,Ed Wood,R,Biography,1994,7.8,"October 7, 1994 ",168000,127,
2476,Star Trek: Generations,PG,Action,1994,6.6,"November 18, 1994 ",78000,118,
2477,Disclosure,R,Drama,1994,6.1,"December 9, 1994 ",48000,128,
2478,Angels in the Outfield,PG,Comedy,1994,6.2,"July 15, 1994 ",30000,102,
2479,In the Mouth of Madness,R,Drama,1994,7.2,"February 3, 1995 ",64000,95,
2480,Richie Rich,PG,Comedy,1994,5.4,"December 21, 1994 ",66000,95,
2481,Beverly Hills Cop III,R,Action,1994,5.6,"May 25, 1994 ",78000,104,
2482,Reality Bites,PG-13,Comedy,1994,6.6,"February 18, 1994 ",47000,99,
2483,Naked Gun 33 1/3: the Final Insult,PG-13,Comedy,1994,6.5,"March 18, 1994 ",100000,83,
2484,Sirens,R,Comedy,1994,5.9,"March 25, 1994 ",10000,98,
2485,Three Colors: Red,R,Drama,1994,8.1,"November 23, 1994 ",94000,99,
2486,Junior,PG-13,Comedy,1994,4.6,"November 23, 1994 ",66000,109,
2487,New Nightmare,R,Fantasy,1994,6.5,"October 14, 1994 ",53000,112,
2488,Baby's Day Out,PG,Adventure,1994,6.2,"July 1, 1994 ",48000,99,
2489,The River Wild,PG-13,Adventure,1994,6.4,"September 30, 1994 ",43000,111,
2490,Airheads,PG-13,Comedy,1994,6.1,"August 5, 1994 ",47000,92,
2491,Texas Chainsaw Massacre: The Next Generation,R,Comedy,1994,3.3,"January 1, 1994 ",21000,87,
2492,The Next Karate Kid,PG,Action,1994,4.5,"September 9, 1994 ",28000,107,
2493,Blown Away,R,Action,1994,6.2,"July 1, 1994 ",29000,121,
2494,Color of Night,R,Mystery,1994,5.2,"August 19, 1994 ",23000,121,
2495,North,PG,Adventure,1994,4.5,"July 22, 1994 ",13000,87,
2496,Muriel's Wedding,R,Comedy,1994,7.2,"March 31, 1995 ",37000,106,
2497,The Client,PG-13,Crime,1994,6.7,"July 20, 1994 ",62000,119,
2498,Blank Check,PG,Comedy,1994,5.3,"February 11, 1994 ",19000,93,
2499,It Could Happen to You,PG,Comedy,1994,6.4,"July 29, 1994 ",37000,101,
2500,Only You,PG,Comedy,1994,6.5,"October 7, 1994 ",21000,109,
2501,Once Were Warriors,R,Crime,1994,7.9,"March 3, 1995 ",32000,102,
2502,Wolf,R,Drama,1994,6.2,"June 17, 1994 ",54000,125,
2503,Mary Shelley's Frankenstein,R,Drama,1994,6.4,"November 4, 1994 ",53000,123,
2504,Exit to Eden,R,Comedy,1994,4.3,"October 14, 1994 ",6600,113,
2505,The Jungle Book,PG,Adventure,1994,6,"December 25, 1994 ",17000,111,
2506,The Hudsucker Proxy,PG,Comedy,1994,7.2,"March 11, 1994 ",78000,111,
2507,Timecop,R,Action,1994,5.9,"September 16, 1994 ",57000,99,
2508,The Santa Clause,PG,Comedy,1994,6.5,"November 11, 1994 ",102000,97,
2509,The Specialist,R,Action,1994,5.6,"October 7, 1994 ",63000,110,
2510,The Pagemaster,G,Animation,1994,6.1,"November 23, 1994 ",22000,80,
2511,Shallow Grave,R,Crime,1994,7.3,"February 10, 1995 ",58000,89,
2512,Serial Mom,R,Comedy,1994,6.8,"April 13, 1994 ",28000,95,
2513,Bad Girls,R,Action,1994,5.2,"April 22, 1994 ",12000,99,
2514,The Shadow,PG-13,Action,1994,6.1,"July 1, 1994 ",24000,108,
2515,When a Man Loves a Woman,R,Drama,1994,6.6,"May 13, 1994 ",21000,126,
2516,Blue Sky,PG-13,Drama,1994,6.4,"September 16, 1994 ",7000,101,
2517,Quiz Show,PG-13,Biography,1994,7.5,"October 7, 1994 ",66000,133,
2518,Surviving the Game,R,Action,1994,6.2,"April 15, 1994 ",11000,96,
2519,My Father the Hero,PG,Comedy,1994,5.5,"February 4, 1994 ",11000,90,
2520,Nell,PG-13,Drama,1994,6.5,"December 23, 1994 ",28000,112,
2521,Three Colors: White,R,Comedy,1994,7.6,"June 10, 1994 ",67000,92,
2522,My Girl 2,PG,Comedy,1994,5.3,"February 11, 1994 ",19000,99,
2523,Chasers,R,Action,1994,5.1,"April 22, 1994 ",5900,102,
2524,The Getaway,R,Action,1994,5.8,"February 11, 1994 ",17000,115,
2525,Major League II,PG,Comedy,1994,5.6,"March 30, 1994 ",25000,105,
2526,Torment,Not Rated,Crime,1994,7.1,November 1994 ,4500,102,
2527,Don Juan DeMarco,PG-13,Comedy,1994,6.7,"April 7, 1995 ",49000,97,
2528,Exotica,R,Drama,1994,7.1,"March 24, 1995 ",19000,103,
2529,Clifford,PG,Comedy,1994,5.5,"April 1, 1994 ",7100,90,
2530,Thumbelina,G,Animation,1994,6.4,"March 30, 1994 ",16000,86,
2531,Double Dragon,PG-13,Action,1994,3.8,"November 4, 1994 ",12000,96,
2532,Death and the Maiden,R,Drama,1994,7.3,"January 27, 1995 ",23000,103,
2533,PCU,PG-13,Comedy,1994,6.6,"April 29, 1994 ",12000,79,
2534,The Postman,PG,Biography,1994,7.7,"March 22, 1996 ",34000,108,
2535,8 Seconds,PG-13,Biography,1994,6.6,"February 25, 1994 ",4900,105,
2536,The Madness of King George,PG-13,Biography,1994,7.2,"December 28, 1994 ",16000,110,
2537,Of Love and Shadows,R,Drama,1994,5.1,"May 10, 1996 ",2000,103,
2538,Nobody's Fool,R,Comedy,1994,7.4,"January 13, 1995 ",19000,110,
2539,Wagons East,PG-13,Adventure,1994,4.8,"August 26, 1994 ",5200,107,
2540,The Secret of Roan Inish,PG,Drama,1994,7.5,"February 3, 1995 ",7400,103,
2541,Above the Rim,R,Crime,1994,6.6,"March 23, 1994 ",15000,96,
2542,Greedy,PG-13,Comedy,1994,6.3,"March 4, 1994 ",13000,113,
2543,With Honors,PG-13,Comedy,1994,6.7,"April 29, 1994 ",14000,101,
2544,Police Academy: Mission to Moscow,PG,Comedy,1994,3.5,"August 26, 1994 ",32000,83,
2545,Little Big League,PG,Comedy,1994,6.1,"June 29, 1994 ",10000,119,
2546,On Deadly Ground,R,Action,1994,4.6,"February 18, 1994 ",23000,101,
2547,Ready to Wear,R,Comedy,1994,5.2,"December 25, 1994 ",15000,133,
2548,Bullets Over Broadway,R,Comedy,1994,7.4,"February 24, 1995 ",36000,98,
2549,Queen Margot,R,Biography,1994,7.4,"December 9, 1994 ",17000,159,
2550,Crooklyn,PG-13,Comedy,1994,7,"May 13, 1994 ",9700,115,
2551,Spanking the Monkey,Unrated,Comedy,1994,6.3,"July 15, 1994 ",6000,100,
2552,The Legend of Drunken Master,R,Action,1994,7.6,"October 20, 2000 ",44000,102,
2553,Intersection,R,Drama,1994,5.4,"January 21, 1994 ",7900,98,
2554,Sister My Sister,R,Drama,1994,6.6,"July 14, 1995 ",3200,86,
2555,Miracle on 34th Street,PG,Family,1994,6.5,"November 18, 1994 ",33000,114,
2556,The Swan Princess,G,Animation,1994,6.5,"November 18, 1994 ",23000,90,
2557,Threesome,R,Comedy,1994,6.3,"April 8, 1994 ",13000,93,
2558,The War,PG-13,Drama,1994,6.8,"November 4, 1994 ",12000,126,
2559,The Chase,PG-13,Action,1994,5.8,"March 4, 1994 ",18000,94,
2560,Milk Money,PG-13,Comedy,1994,5.6,"August 31, 1994 ",12000,110,
2561,Renaissance Man,PG-13,Comedy,1994,6.2,"June 3, 1994 ",17000,128,
2562,S.F.W.,R,Comedy,1994,5.8,"January 20, 1995 ",4800,96,
2563,Jason's Lyric,R,Crime,1994,6.6,"September 28, 1994 ",3800,119,
2564,Immortal Beloved,R,Biography,1994,7.4,"January 27, 1995 ",24000,121,
2565,Eat Drink Man Woman,Not Rated,Comedy,1994,7.8,"August 3, 1994 ",19000,124,
2566,Blue Chips,PG-13,Drama,1994,6.2,"February 18, 1994 ",13000,108,
2567,The Cowboy Way,PG-13,Action,1994,5.9,"June 3, 1994 ",7900,102,
2568,No Escape,R,Action,1994,6.1,"April 29, 1994 ",19000,118,
2569,The Road to Wellville,R,Comedy,1994,5.9,"October 28, 1994 ",12000,118,
2570,Andre,PG,Adventure,1994,5.7,"August 17, 1994 ",6500,94,
2571,Highlander: The Final Dimension,PG-13,Action,1994,4.5,"January 27, 1995 ",20000,99,
2572,Cemetery Man,R,Comedy,1994,7.1,"April 26, 1996 ",20000,105,
2573,Death Machine,R,Action,1994,5.6,"May 26, 1995 ",4000,120,
2574,Ashes of Time,R,Action,1994,7.1,"September 17, 1994 ",14000,100,
2575,Brainscan,R,Comedy,1994,6.1,"April 22, 1994 ",11000,96,
2576,Cabin Boy,PG-13,Adventure,1994,5.3,"January 7, 1994 ",8200,80,
2577,Guarding Tess,PG-13,Comedy,1994,6.2,"March 11, 1994 ",16000,96,
2578,Black Beauty,G,Adventure,1994,6.6,"July 29, 1994 ",9500,88,
2579,Iron Will,PG,Adventure,1994,6.6,"January 14, 1994 ",7900,108,
2580,Drop Zone,R,Action,1994,5.6,"December 9, 1994 ",19000,101,
2581,Through the Olive Trees,G,Drama,1994,7.8,"January 25, 1995 ",7100,103,
2582,To Live,Not Rated,Drama,1994,8.3,"December 16, 1994 ",17000,133,
2583,In the Army Now,PG,Comedy,1994,5,"August 12, 1994 ",13000,91,
2584,Trapped in Paradise,PG-13,Adventure,1994,5.9,"December 2, 1994 ",13000,111,
2585,Death Wish: The Face of Death,R,Action,1994,4.9,"January 14, 1994 ",7200,95,
2586,City Slickers II: the Legend of Curly's Gold,PG-13,Comedy,1994,5.5,"June 10, 1994 ",19000,116,
2587,"Corrina, Corrina",PG,Comedy,1994,6.6,"August 26, 1994 ",13000,115,
2588,The Ref,R,Comedy,1994,6.9,"March 11, 1994 ",24000,96,
2589,I.Q.,PG,Comedy,1994,6.2,"December 25, 1994 ",24000,100,
2590,3 Ninjas Kick Back,PG,Action,1994,4.6,"May 6, 1994 ",8600,93,
2591,It's Pat: the Movie,PG-13,Comedy,1994,2.7,"November 25, 1994 ",9500,77,
2592,The Favor,R,Comedy,1994,5.2,"April 29, 1994 ",2700,97,
2593,The Paper,R,Comedy,1994,6.6,"March 25, 1994 ",13000,112,
2594,Terminal Velocity,PG-13,Action,1994,5.5,"September 23, 1994 ",13000,102,
2595,China Moon,R,Crime,1994,6.3,"March 4, 1994 ",6200,99,
2596,Cops and Robbersons,PG,Comedy,1994,5.2,"April 15, 1994 ",6400,93,
2597,Little Odessa,R,Crime,1994,6.7,"May 19, 1995 ",7600,98,
2598,Lassie,PG,Family,1994,5.9,"July 22, 1994 ",5400,94,
2599,Monkey Trouble,PG,Adventure,1994,5.3,"March 18, 1994 ",6500,96,
2600,Fresh,R,Crime,1994,7.6,"September 2, 1994 ",12000,114,
2601,The Puppet Masters,R,Horror,1994,5.9,"October 21, 1994 ",8500,109,
2602,The Scout,PG-13,Comedy,1994,5.4,"September 30, 1994 ",6000,101,
2603,Backbeat,R,Biography,1994,6.7,"April 15, 1994 ",5900,100,
2604,Leprechaun 2,R,Comedy,1994,4.6,"April 8, 1994 ",9300,85,
2605,Love Affair,PG-13,Comedy,1994,6,"October 21, 1994 ",4500,108,
2606,Mixed Nuts,PG-13,Comedy,1994,5.4,"December 21, 1994 ",11000,97,
2607,Silent Fall,R,Drama,1994,5.9,"October 28, 1994 ",3700,101,
2608,House Party 3,R,Comedy,1994,4.7,"January 12, 1994 ",4800,100,
2609,The Air Up There,PG,Comedy,1994,5.5,"January 7, 1994 ",8500,107,
2610,Sleep with Me,R,Comedy,1994,5.7,"November 2, 1994 ",2500,86,
2611,Princess Caraboo,PG,Comedy,1994,6,"September 16, 1994 ",2500,97,
2612,A Low Down Dirty Shame,R,Action,1994,6,"November 23, 1994 ",6700,108,
2613,Lightning Jack,PG-13,Comedy,1994,5.5,"March 11, 1994 ",6500,98,
2614,A Pure Formality,PG-13,Crime,1994,7.7,"May 26, 1995 ",11000,108,
2615,Swimming with Sharks,R,Comedy,1994,7.1,"April 21, 1995 ",22000,93,
2616,I Love Trouble,PG,Action,1994,5.3,"June 29, 1994 ",12000,123,
2617,A Troll in Central Park,G,Animation,1994,5.4,"October 7, 1994 ",6300,76,
2618,Mosquito,R,Horror,1994,4.7,"November 21, 1994 ",2200,92,
2619,Blankman,PG-13,Action,1994,5,"August 19, 1994 ",9200,92,
2620,Trading Mom,PG,Comedy,1994,5.6,"May 13, 1994 ",1800,82,
2621,A Simple Twist of Fate,PG-13,Comedy,1994,6.3,"September 2, 1994 ",5200,106,
2622,Farinelli,R,Biography,1994,6.8,"March 17, 1995 ",6500,111,
2623,Priest,R,Drama,1994,7.1,"March 24, 1995 ",9800,98,
2624,Mrs. Parker and the Vicious Circle,R,Biography,1994,6.4,"November 23, 1994 ",4300,125,
2625,Barcelona,PG-13,Comedy,1994,7,"July 29, 1994 ",5800,101,
2626,Pred dozhdot,Not Rated,Drama,1994,8,"February 24, 1995 ",14000,113,
2627,Burnt by the Sun,R,Drama,1994,7.9,"April 21, 1995 ",15000,135,
2628,War of the Buttons,PG,Adventure,1994,7.4,"September 29, 1995 ",4100,94,
2629,There Goes My Baby,R,Comedy,1994,6.4,"September 2, 1994 ",1000,99,
2630,The Sum of Us,R,Comedy,1994,7.3,"March 8, 1995 ",5200,100,
2631,Radioland Murders,PG,Comedy,1994,6.2,"October 21, 1994 ",3400,108,
2632,The Inkwell,R,Comedy,1994,6.4,"April 22, 1994 ",1400,110,
